title,year,authors,venue,doi,url,abstract,source,queries
CCAT: Design and Characterization of the 350 GHz Instrument Module,2026,Ben Keller; Jordan Wheeler; Cody J. Duell; Darshan A. Patel; Jason Austermann,arXiv,,http://arxiv.org/abs/2608.05121v1,"The CCAT Collaboration's Prime-Cam instrument will soon be deployed to the Fred Young Submillimeter Telescope (FYST) in Chile's Atacama Desert. Featuring prominently in Prime-Cam's calibration and early science observations will be the 350 GHz instrument module, a broadband camera that will field more than 10,000 microwave kinetic inductance detectors (KIDs) across three detector arrays. Forecasts show this module will be capable of making the most sensitive to-date measurements of polarized dust emission over a large fraction of the sky at this frequency, enabling new galactic polarization science and improved understanding of cosmological foregrounds. In this work we discuss the design of the 350 GHz instrument module, covering aspects of the optics, readout, and detector arrays. We then report on the results of in-lab testing of the fully-integrated module, achieving stable cryogenic performance with a 100 mK focal plane, high detector yield, and a passband comparable to designed specifications. Upon completion of these tests, this module was shipped to the telescope site in Chile for integration in Prime-Cam.",arxiv,large language model batch script scheduler
Chained Recursive Language Models for Multi-Iteration Reasoning,2026,Purbesh Mitra; Sennur Ulukus,arXiv,,http://arxiv.org/abs/2608.05124v1,"Long context reasoning in large language models (LLMs) is usually constrained by the fact that a single inference trajectory has to simultaneously explore the context, store intermediate state, verify evidence, and produce the final answer. This becomes particularly difficult in tasks that require extraction, counting, ordering, or multi-hop reasoning, where an early mistake can propagate until the final response. In this work, we propose Chained Recursive Language Models (Chained RLM), an inference-time architecture, in which the same underlying model is called repeatedly as a sequence of fresh reasoning roots. Each root receives the original problem and context, but does not inherit the full conversational history. Instead, it receives a compact plain-text summary, a plain-text blackboard, and some durable task-specific artifacts written by predecessor roots. The motivation is to manage the context by chopping into partial tasks rather than one large inference response; in each staged computation, intermediate artifacts can be inspected, corrected, and extended by a later fresh inference by the same model. We describe the system model, handoff mechanism, artifact workspace, and e",arxiv,LLM SLURM job script generation | large language model batch script scheduler | LLM HPC user support assistant evaluation | job script correctness benchmark scheduler | LLM Apptainer Singularity definition file generation | LLM Dockerfile generation build success benchmark | execution-based benchmark infrastructure as code LLM | infrastructure as code LLM benchmark Terraform | LLM root cause analysis HPC job failure | HPC LLM code generation benchmark
Characterizing Visual Accessibility Issues in AI Developer Tools: An Empirical Study,2026,Sabrina Haque; Christoph Csallner,arXiv,,http://arxiv.org/abs/2608.05116v1,"AI-assisted developer tools increasingly mediate programming through chat panels, terminal agents, generated diffs, and streaming status output. These interaction surfaces may create visual accessibility barriers for blind, low-vision, and color-vision-deficient developers, yet little is known about how such barriers are reported in public tool ecosystems. We analyze issues and forum discussions from five AI developer tool ecosystems: GitHub Copilot in VS Code, Cursor, Claude Code, OpenAI Codex, and OpenCode. From 2,652 keyword-retrieved candidates, a three-model ensemble identified 600 unanimously positive visual accessibility reports. A stratified manual sanity check supported this conservative selection. Topic modeling and qualitative analysis identified three recurring categories: screen-reader and assistive-technology barriers; visual presentation, contrast, and differentiation problems; and readability, scaling, and control limitations in AI-specific interfaces. The relative prominence of these concerns varied across ecosystems and reflected differences in editor, terminal, chat, diff, and agent interaction surfaces. An exploratory metadata analysis further identified differe",arxiv,LLM SLURM job script generation | large language model batch script scheduler | LLM HPC user support assistant evaluation | LLM Apptainer Singularity definition file generation | LLM Dockerfile generation build success benchmark | execution-based benchmark infrastructure as code LLM | infrastructure as code LLM benchmark Terraform | executable dataset automated program repair | LLM root cause analysis HPC job failure | HPC LLM code generation benchmark | retrieval augmented generation HPC documentation
Chasing Shadows: Pitfalls in LLM Security Research,2026,Jonathan Evertz; Niklas Risse; Nicolai Neuer; Andreas Müller; Philipp Normann,,10.14722/ndss.2026.241749,https://openalex.org/W4417291544,"Large language models (LLMs) are increasingly prevalent in security research.Their unique characteristics, however, introduce challenges that undermine established paradigms of reproducibility, rigor, and evaluation.Prior work has identified common pitfalls in traditional machine learning research, but these studies predate the advent of LLMs.In this paper, we identify nine common pitfalls that have become (more) relevant with the emergence of LLMs and that can compromise the validity of research involving them.These pitfalls span the entire computation process, from data collection, pre-training, and finetuning to prompting and evaluation.We assess the prevalence of these pitfalls across all 72 peerreviewed papers published at leading Security and Software Engineering venues between 2023 and 2024.We find that every paper contains at least one pitfall, and each pitfall appears in multiple papers.Yet only 15.7% of the present pitfalls were explicitly discussed, suggesting that the majority remain unrecognized.To understand their practical impact, we conduct four empirical case studies showing how individual pitfalls can mislead evaluation, inflate performance, or impair reproducibil",openalex,LLM Dockerfile generation build success benchmark
ChatMPI: LLM-Driven MPI Code Generation for HPC Workloads,2026,Pedro Valero-Lara; Aaron Young; Thomas Naughton III; Christian Engelmann; Al Geist,Proceedings of the Supercomputing Asia and International Conference on High Performance Computing in Asia Pacific Region,10.1145/3773656.3773659,https://doi.org/10.1145/3773656.3773659,,crossref,HPC LLM code generation benchmark
CheMLFlow: An Open-Source Platform for Cheminformatics and Materials Informatics Applications,2026,Brendan Smith; Susana Lopez-Moreno; Eric Dolores-Cuenca; Sangil Kim; Jose L. Mendoza-Cortes,arXiv,,http://arxiv.org/abs/2608.04942v1,"CheMLFlow is an open-source platform for building and executing end-to-end, high-throughput, and agentic workflows for scientific and technological applications. CheMLFlow targets a common bottleneck in scientific machine learning development, where researchers often need to assemble data acquisition, curation, representation, model training, validation, screening, interpretation, and reporting into a reproducible pipeline, even when their primary research contribution concerns only one stage. CheMLFlow provides modular workflow components, ready-to-run reference pipelines, standardized artifacts, and evaluation outputs that reduce orchestration overhead and support benchmarking across methods and datasets. The platform is designed to be extensible, reproducible, and automation friendly, with pluggable representations and models, deterministic splits, explicit run artifacts, batch execution, and report generation. As scientific software increasingly moves toward agent assisted experimentation, CheMLFlow's configuration driven workflows and structured outputs also provide a practical interface for coding agents to help users construct experiments, inspect results, and summarize find",arxiv,supercomputer job failure diagnosis dataset
CoCo-IR: Contextual Composed Image Retrieval,2026,Shengcao Cao; Tanmaya Shekhar Dabral; Zhongli Ding; Madhuri Shanbhogue; Kaifeng Chen,arXiv,,http://arxiv.org/abs/2608.05149v1,"Current instruction-based image retrieval systems are powerful but limited to single-turn interactions, failing to capture the iterative nature of complex, real-world visual searches. To overcome this limitation, we introduce Contextual Composed Image Retrieval (CoCo-IR), a novel task that enables users to progressively refine search results through interactions. We address this new task by proposing a new model based on a Large Multimodal Model (LMM) that functions as a context-aware reasoner for CoCo-IR. Our model interprets the entire interaction history to generate Transformable Image Embeddings (TIE) that evolve across turns. To fuel the model training without expensive human annotations, we develop a fully autonomous, scalable data engine that leverages LMMs to generate high-quality contextual retrieval data, and uses model-guided verification to mine challenging hard negatives. Extensive experiments demonstrate that our approach establishes new state-of-the-art performance: We achieve 39.4 mAP@5 on the challenging single-turn benchmark CIRCO; furthermore, on our new CoCo-IR benchmark, our model maintains robust performance with 44.1 R@1 on 4-turn dialogues, dramatically outp",arxiv,LLM SLURM job script generation | large language model batch script scheduler | LLM HPC user support assistant evaluation | job script correctness benchmark scheduler | LLM Apptainer Singularity definition file generation | LLM Dockerfile generation build success benchmark | execution-based benchmark infrastructure as code LLM | infrastructure as code LLM benchmark Terraform | HPC LLM code generation benchmark | retrieval augmented generation HPC documentation
Code Roulette: How Prompt Variability Affects LLM Code Generation,2026,Andrei Paleyes; Diana Robinson; Radzim Sendyka; Christian Cabrera; Neil D. Lawrence,Proceedings of the 3rd International Workshop on Large Language Models For Code,10.1145/3786181.3788724,https://doi.org/10.1145/3786181.3788724,,crossref,HPC LLM code generation benchmark
Code vs Serialized AST Inputs for LLM-Based Code Summarization: An Empirical Study,2026,Shijia Dong; Haoruo Zhao; Paul Harvey,Proceedings of the 3rd International Workshop on Large Language Models For Code,10.1145/3786181.3788712,https://doi.org/10.1145/3786181.3788712,,crossref,execution-based benchmark infrastructure as code LLM
Cognitive Platform Engineering for Autonomous Cloud Operations,2026,Vinoth Punniyamoorthy; Nitin K. Saksena; Srivenkateswara Reddy Sankiti; Nachiappan Chockalingam; Aswathnarayan Muthukrishnan Kirubakaran,International Journal of Computer Applications,10.5120/ijca2026926213,https://openalex.org/W7125139734,"Modern DevOps practices have accelerated software delivery through automation, CI/CD pipelines, and observability tooling, but these approaches struggle to keep pace with the scale and dynamism of cloud-native systems.As telemetry volume grows and configuration drift increases, traditional, rule-driven automation often results in reactive operations, delayed remediation, and dependency on manual expertise.This paper introduces Cognitive Platform Engineering, a next-generation paradigm that integrates sensing, reasoning, and autonomous action directly into the platform lifecycle.This paper propose a four-plane reference architecture that unifies data collection, intelligent inference, policy-driven orchestration, and human experience layers within a continuous feedback loop.A prototype implementation built with Kubernetes, Terraform, Open Policy Agent, and ML-based anomaly detection demonstrates improvements in mean time to resolution, resource efficiency, and compliance.The results show that embedding intelligence into platform operations enables resilient, self-adjusting, and intent-aligned cloud environments.The paper concludes with research opportunities in reinforcement learnin",openalex,infrastructure as code LLM benchmark Terraform
Collaborative Code Modernization with Local LLM Deployment and Evidence-Based Prompt Guidelines,2026,Ada Slupczynski; Michal Slupczynski; Leila Mangonaux; Ilija Kovacevic; Stefan Decker,Proceedings of the 21st International Conference on Evaluation of Novel Approaches to Software Engineering,10.5220/0014764900004015,https://doi.org/10.5220/0014764900004015,,crossref,execution-based benchmark infrastructure as code LLM
Collaborative LLM-Based Agents for Autonomous Multi-UAV Mission Execution,2026,Jeremy Ludwig; Daniel Tuohy; Forest Finnigan,2026 IEEE Aerospace Conference,10.1109/aero66936.2026.11520119,https://doi.org/10.1109/aero66936.2026.11520119,,crossref,execution-based benchmark infrastructure as code LLM
Compositional Data Analysis for Quality Assessment and Root Cause Analysis in Manufacturing,2026,Sonja Strasser; Herbert Jodlbauer; Sezgin Kutlu,"Proceedings of the 15th International Conference on Data Science, Technology and Applications",10.5220/0014994400004091,https://doi.org/10.5220/0014994400004091,,crossref,LLM root cause analysis HPC job failure
Constraining Lorentz invariance violation from the depth of air-shower maximum,2026,Nickolay S. Martynenko; Grigory I. Rubtsov; Petr S. Satunin; Andrey K. Sharofeev; Sergey V. Troitsky,arXiv,,http://arxiv.org/abs/2608.05106v1,"Hypothetical Lorentz invariance violation (LIV) remains strongly constrained but has not been excluded as a possible manifestation of new high-energy physics. In subluminal photon-sector LIV, suppressed Bethe$\unicode{x2013}$Heitler pair production modifies the electromagnetic component of extensive air showers. We present a simulation-based toy analysis of this effect using published Pierre Auger fluorescence-detector distributions of the reconstructed depth of air-shower maximum. The modified distributions of the depth of the shower maximum are folded with the Auger detector-response parametrizations and compared with the data using free composition fractions in each reconstructed-energy bin. Within this approach, the comparison gives a sensitivity to LIV compatible with that expected from ultra-high-energy photon-induced showers. We obtain $M_{\rm LIV}>1.5\times 10^{21}\,\text{GeV}$ ($95\%$ confidence level). This result should not be interpreted as a detector-level experimental limit because the detector response and reconstruction are simplified, and the result remains composition dependent. However, the approach presented here opens the way for constraining LIV in hadronic ai",arxiv,LLM root cause analysis HPC job failure
Continuous Benchmark Generation for Evaluating Enterprise-scale LLM Agents,2026,Divyanshu Saxena; Rishikesh Maurya; Xiaoxuan Ou; Gagan Somashekar; Shachee Mishra Gupta,Proceedings of the 3rd International Workshop on Large Language Models For Code,10.1145/3786181.3788708,https://doi.org/10.1145/3786181.3788708,,crossref,LLM Dockerfile generation build success benchmark | infrastructure as code LLM benchmark Terraform | HPC LLM code generation benchmark
CoPlan: A Trustworthy Co-Intelligence Interface for Care Planning through Role-Based Contestable Argument Graphs,2026,Hung Truong Thanh Nguyen; Hélène Fournier; Piper Jackson; Makoto Itoh; Shannon Freeman,arXiv,,http://arxiv.org/abs/2608.05107v1,"AI-supported care planning can help clinicians, patients, caregivers, and care teams coordinate complex decisions across clinical, functional, psychosocial, and environmental needs. However, many AI systems present recommendations as fixed outputs, limiting stakeholders' ability to inspect, challenge, and revise plans when they conflict with clinical judgment, patient values, or real-world feasibility. We present CoPlan - a Co-Intelligent and Contestable Interface for Human-AI Care Planning. CoPlan uses a multi-agent workflow in which specialized AI agents generate candidate interventions and supporting or challenging arguments, while human care planners can accept, reject, modify, or add arguments before final plan generation. Through this design, CoPlan combines co-intelligence, in which humans and AI agents contribute complementary expertise, with contestability, where recommendations remain open to inspection, revision, and justification. We demonstrate CoPlan in an aging-in-place care planning scenario. The system supports adaptive care team recruitment, role-based argument review, final care plan generation, and practical follow-up through scheduling agents. This work contrib",arxiv,LLM SLURM job script generation | LLM HPC user support assistant evaluation | job script correctness benchmark scheduler | LLM Apptainer Singularity definition file generation | LLM Dockerfile generation build success benchmark | HPC LLM code generation benchmark | retrieval augmented generation HPC documentation
Correlation-based Modeling of Seismic Newtonian Noise in Half-Space and Full-Space Media,2026,Mohamed Samy; Jan Harms; Tomislav Andric,arXiv,,http://arxiv.org/abs/2608.05117v1,"Seismic Newtonian noise, arising from fluctuating gravitational forces on detector test masses due to ambient seismic activity, represents a fundamental sensitivity limit for low-frequency gravitational-wave observatories such as the Einstein Telescope. Effective mitigation of Newtonian noise requires detailed knowledge of the statistical correlations between the Newtonian acceleration perturbation at the test mass and the seismic displacement field measured by surrounding sensor arrays. In this work, the gravitoelastic correlation tensors (the cross-correlations between the Newtonian acceleration perturbation and the seismic displacement field) are derived and numerically validated for Rayleigh waves and body waves in half-space and full-space media, considering test masses located above and below ground, with and without a spherical cavity. The analytical solutions provide exact and asymptotic benchmarks for validating a Cartesian numerical integration framework, which reproduces the corresponding gravitoelastic tensors across Rayleigh-wave and body-wave models, establishing a unified tool for Newtonian-noise modeling and sensor-array design in future gravitational-wave detectors",arxiv,large language model batch script scheduler | job script correctness benchmark scheduler | LLM Dockerfile generation build success benchmark | execution-based benchmark infrastructure as code LLM | infrastructure as code LLM benchmark Terraform | HPC LLM code generation benchmark
Counterexamples to Schiffer's Conjecture,2026,Gonzalo Cao-Labora; Jaume de Dios Pont,arXiv,,http://arxiv.org/abs/2608.05114v1,"The Schiffer conjecture states that if a smooth domain $Ω\subset \mathbb{R}^n$ admits a Neumann eigenfunction of the Laplacian which is constant at the boundary, then the domain is a ball. It is intimately related to Pompeiu's problem, stating that if a nonzero function integrates zero over any rigid motion of $Ω$, then $Ω$ is a ball. We disprove both conjectures in $\mathbb{R}^2$, constructing infinitely many planar domains $Ω$ which are not balls and satisfy the conditions above. Our domains are $N$-fold symmetric, with $N$ sufficiently large. Our approach is based on a novel strategy of considering a relaxed problem where $N$ can be any real number (which corresponds to the Schiffer problem only when $N$ is a natural number). We then apply bifurcation theory to this relaxed problem, showing that the size of the local bifurcation branch can be taken independently of $N$. This result allows us to conclude that branches starting with $N$ sufficiently close to an integer reach integer values of $N$.",arxiv,large language model batch script scheduler | LLM root cause analysis HPC job failure
Cyb-LLM: A Unified Benchmark for Evaluating LLMs in Cyber Attack &amp; Defense,2026,Akshitha Segireddy,2026 International Conference on Visual Analytics and Data Visualization (ICVADV),10.1109/icvadv67766.2026.11470531,https://doi.org/10.1109/icvadv67766.2026.11470531,,crossref,LLM Dockerfile generation build success benchmark
DASyR-LLM: Domain-Aware Symbolic Regression with LLMs for Kinetic Model Discovery,2026,Roberto Aliaga Medina; Paulina Quintanilla; Antonio del Rio Chanona,arXiv,,http://arxiv.org/abs/2608.05120v1,"Kinetic model discovery is a central challenge in chemical engineering, as accurate rate expressions are essential for understanding and controlling chemical and biological processes. Symbolic regression (SR) has emerged as a powerful data-driven approach for identifying interpretable kinetic models, but usually operates without domain knowledge, often exploring physicochemically implausible models. Large language models (LLMs) offer a promising avenue for injecting domain expertise into this search. Here, we introduce an LLM-guided SR framework, embedding an LLM module within an iterative SR algorithm for automated kinetic model discovery. The LLM performs two roles at each iteration: (1) a qualitative physicochemical critique of the best SR candidates, and (2) the proposal of new candidate rate expressions guided by the SR-generated models and embedded chemical knowledge. Our framework is evaluated on four in silico case studies of increasing complexity, spanning heterogeneous catalysis and bioprocess systems. Results show the LLM-guided framework reduces iterations to identify the ground-truth model by $41.7-79.3\%$ versus a state-of-the-art SR framework, with the LLM directly p",arxiv,LLM SLURM job script generation | large language model batch script scheduler | LLM HPC user support assistant evaluation | job script correctness benchmark scheduler | LLM Apptainer Singularity definition file generation | LLM Dockerfile generation build success benchmark | execution-based benchmark infrastructure as code LLM | infrastructure as code LLM benchmark Terraform | executable dataset automated program repair | LLM root cause analysis HPC job failure | HPC LLM code generation benchmark | retrieval augmented generation HPC documentation
"Decompose, Retrieve, Cite: A RAG Pipeline for Structured Report Generation from Technical Documentation",2026,Himanshu Dhurve; Sreedath Panat; Rajat Dandekar; Raj Dandekar,Proceedings of the 1st Workshop on Multilingual Report Generation via Retrieval Augmented Generation (RAG4Reports 2026),10.18653/v1/2026.rag4reports-1.4,https://doi.org/10.18653/v1/2026.rag4reports-1.4,,crossref,retrieval augmented generation HPC documentation
Decoupling Semantics and Logic: A Training-Free Coarse-to-Fine Pipeline for Video Retrieval-Augmented Generation,2026,JiaXin Dai; Zehang Wei; Jiamin Yan; Xiang Xiang,Proceedings of the 2nd Workshop on Multimodal Augmented Generation via Multimodal Retrieval (MAGMaR 2026),10.18653/v1/2026.magmar-main.12,https://doi.org/10.18653/v1/2026.magmar-main.12,,crossref,retrieval augmented generation HPC documentation
DeepConnect: A Visual Analytics System for Bridging Interdisciplinary Research Collaborations,2026,Yingchaojie Feng; Zekai Shao; Yiqun Sun; Yixuan Tang; Anthony K. H. Tung,arXiv,,http://arxiv.org/abs/2608.05134v1,"Interdisciplinary research collaboration is crucial for scientific innovation, but it remains difficult to initiate in practice. Existing collaborator discovery approaches are often constrained by disciplinary boundaries and static researcher profiles that do not reflect the specific context of a new collaboration goal. As a result, researchers struggle to translate open-ended collaboration goals into domain-specific tasks, evaluate candidate researchers' fit and complementarity, and establish common ground before initial contact. To address these challenges, we present DeepConnect, an LLM-augmented visual analytics system for interdisciplinary collaborator discovery. DeepConnect translates collaboration ideas into domain-specific tasks, retrieves relevant papers to ground cross-domain exploration, and provides coordinated visualizations for exploring and comparing candidate researchers. It further reveals terminology gaps and overlaps across domains and supports publication-grounded conversation rehearsal to help users prepare for outreach. We evaluate DeepConnect through two case studies, a user study, and a component-level evaluation, showing its value for complementary team for",arxiv,LLM SLURM job script generation | LLM HPC user support assistant evaluation | LLM Apptainer Singularity definition file generation | LLM Dockerfile generation build success benchmark | execution-based benchmark infrastructure as code LLM | infrastructure as code LLM benchmark Terraform | LLM root cause analysis HPC job failure | HPC LLM code generation benchmark | retrieval augmented generation HPC documentation
DefoEye: Python-Based Software for Facilitating Time-Series InSAR Analysis of Sentinel-1 Remote-Sensing Data,2026,Alireza Taheri Dehkordi; Hossein Hashemi; Amir Naghibi,arXiv,,http://arxiv.org/abs/2608.04915v1,"Many existing time-series Interferometric Synthetic Aperture Radar (TS-InSAR) software tools have limitations, including restricted geographic applicability, commercial licensing, and incomplete end-to-end processing support. Although GMTSAR avoids some of these constraints, it still requires substantial manual intervention and C-shell commands, lacks a user-friendly graphical interface, and omits important steps such as interferogram network pruning and anchoring of unwrapped interferograms. This paper introduces DefoEye (v1), an open-source Python-based software package that wraps GMTSAR and provides a unified, user-friendly TS-InSAR workflow for Sentinel-1 data. DefoEye supports parallel job execution, interferogram network pruning, and multiple anchoring options. Its performance was evaluated from 2020 to 2024 in four regions with different geological settings, deformation mechanisms, and atmospheric and climatic conditions. In Bologna, Italy; Gotland, Sweden; and Houston, USA, DefoEye results were compared with observations from 10 GNSS stations and showed strong agreement, with RMSE values of 4.3-11.9 mm and Pearson correlation coefficients of 0.63-0.95. In Karaj, Iran, where",arxiv,supercomputer job failure diagnosis dataset
Deployment Feasibility Analysis of Post-Quantum Digital Signatures in Safety-Critical C-V2X Communication for Urban Mobility Scenario,2026,Akid Abrar; Sagar Dasgupta; Abdullah Al Mamun; Minhaj Uddin Ahmad; Mizanur Rahman,arXiv,,http://arxiv.org/abs/2608.05087v1,"The transition from the classical ECDSA to PQC creates substantially larger authentication payloads for safety-critical C-V2X sidelink communication. This study determines which NIST post-quantum signature algorithms are compatible with the current SAE J3161 deployment profile and quantifies their communication-level effects. A transport-block feasibility analysis was performed using IEEE 1609.2 secured-message structures, SAE J3161 radio parameters, and the signature and public-key sizes of ECDSA P-256, Falcon-512, Dilithium-2, and SPHINCS+. Falcon-512, the only post-quantum candidate that fit the applicable transport-block constraints, was compared with ECDSA P-256 through full-stack C-V2X PC5 Mode 4 co-simulation. The evaluation covered 24 scenarios spanning six traffic levels-of-service with line-of-sight and non-line-of-sight propagation. PDR and end-to-end latency were evaluated at a roadside unit receiver. Dilithium-2 and SPHINCS+ exceeded the available transport-block capacity, whereas Falcon-512 remained physically feasible. Falcon-512 maintained mean latency near 52 ms and 95th-percentile latency within 97-98 ms, but met the 90% packet-delivery threshold only at traffic l",arxiv,LLM HPC user support assistant evaluation | LLM root cause analysis HPC job failure
Dissecting the Nuclear Structure of NGC 5548 with XRISM. I. Physical Properties of the Highly Ionized Outflows,2026,Missagh Mehdipour; Jon M. Miller; Jelle S. Kaastra; Gerard A. Kriss; Keigo Fukumura,arXiv,,http://arxiv.org/abs/2608.05098v1,"We present a detailed spectral analysis of an X-Ray Imaging and Spectroscopy Mission (XRISM) observation of the prototypical Seyfert 1 galaxy NGC 5548. XRISM's Resolve microcalorimeter reveals, for the first time, highly ionized outflows in this active galactic nucleus (AGN) through the detection of Fe XXV and Fe XXVI absorption lines in the Fe K band. Modeling the XRISM/Resolve spectrum alongside XMM-Newton Reflection Grating Spectrometer (RGS) data allows us to probe the ionization and kinematic structure of the outflows in this AGN. We identify four distinct ionization components, with ionization parameters log $ξ$ ranging from 0.9 to 3.4. Three of these components are further resolved into two velocity sub-components, demonstrating the multiphase structure of the outflows. The measured outflow velocities span 240 to 2730 km/s. We find a trend of increasing column density with ionization parameter ($ξ$), along with a general pattern of increasing outflow velocity with $ξ$. The XRISM/Resolve spectrum provides a far more detailed absorption measure distribution (AMD) than was previously possible, revealing two distinct slopes above and below $\logξ\sim 2.6$. A comparison of the Fe",arxiv,LLM SLURM job script generation | LLM Apptainer Singularity definition file generation | LLM Dockerfile generation build success benchmark | LLM root cause analysis HPC job failure | retrieval augmented generation HPC documentation
DOES A MINIMAL LLM ASSISTANT HELP STUDENTS START? A PILOT EVALUATION OF AN LLM-BASED IDEATION TOOL,2026,Kamyab Farokhi; Stefania Zourlidou; Frank Hopfgartner,INTED Proceedings,10.21125/inted.2026.1134,https://doi.org/10.21125/inted.2026.1134,,crossref,LLM HPC user support assistant evaluation
Dual-layer Graph Retrieval-Augmented Large Language Models for Terraform Code Generation,2026,Dengyong Yu,2026 6th International Symposium on Computer Technology and Information Science (ISCTIS),10.1109/isctis70043.2026.11572212,https://doi.org/10.1109/isctis70043.2026.11572212,,crossref,infrastructure as code LLM benchmark Terraform
Early Failure Detection in Web Navigation Agents via Closed Sequential Pattern Mining,2026,Sergio Talavera,,10.31979/etd.mha6-7b5u,https://openalex.org/W7171973064,"LLM-based web navigation agents fail on the majority of tasks while consuming substantial computational resources before failure becomes apparent. This thesis investigates whether closed sequential pattern mining on the first K steps of agent execution traces can predict task failure early enough to enable meaningful computational savings with interpretable justification. We develop a two-phase system: an offline pipeline that symbolizes agent traces, extracts K-step prefixes, mines closed patterns via BIDE+, and ranks them by failure precision; and an online detector that matches live executions against the resulting pattern library. We evaluate on 1,544 MiniWoB++ traces across three open-weight language models (Llama-3.2-3B, Qwen-2.5-7B, Mistral-7B) using five evaluation configurations of increasing difficulty, with cross-benchmark transfer analysis on 577 WebArena shopping traces. Eight detection methods are compared, including neural baselines (Bi-LSTM, DeepLog), feature-engineering methods, and targeted pattern mining. BIDE Coverage achieves the highest failure detection F1 at K=3 (0.717) across all configurations, outperforming neural methods that require 8–10 steps to reach ",openalex,LLM Apptainer Singularity definition file generation
Efficient training of large language models on distributed infrastructures: a survey,2026,Jiangfei Duan; Shuo Zhang; Zerui Wang; Lijuan Jiang; Wenwen Qu,Vicinagearth.,10.1007/s44336-026-00038-z,https://openalex.org/W4401202443,"Abstract Large Language Models (LLMs) like GPT and LLaMA are revolutionizing the AI industry with their sophisticated capabilities. Training these models requires vast GPU clusters and significant computing time, posing major challenges in terms of scalability, efficiency, and reliability. This survey explores recent advancements in training systems for LLMs, including innovations in training infrastructure with AI accelerators, networking, storage, and scheduling. Additionally, the survey covers parallelism strategies, as well as optimizations for computation, communication, and memory in distributed LLM training. It also includes approaches of maintaining system reliability over extended training periods. By examining current innovations and future directions, this survey aims to provide valuable insights towards improving LLM training systems and tackling ongoing challenges. Furthermore, traditional digital circuit-based computing systems face significant constraints in meeting the computational demands of LLMs, highlighting the need for innovative solutions such as optical computing and optical networks.",openalex,LLM root cause analysis HPC job failure
Evaluating Multilingual Sentiment Classifiers Using an LLM-Annotated Wikipedia Benchmark,2026,Milena Stróżyna; Włodzimierz Lewoniewski; Izabela Czumałowska,"Proceedings of the Fifth Workshop on Generation, Evaluation and Metrics (GEM)",10.18653/v1/2026.gem-main.63,https://doi.org/10.18653/v1/2026.gem-main.63,,crossref,LLM Dockerfile generation build success benchmark | HPC LLM code generation benchmark
Evaluating Retrieval-Augmented Generation on Social Bias Benchmarks across Small Language Models,2026,Manuel Valdez; Arghir-Nicolae Moldovan,"Proceedings of the 15th International Conference on Data Science, Technology and Applications",10.5220/0015235400004091,https://doi.org/10.5220/0015235400004091,,crossref,retrieval augmented generation HPC documentation
EVM-QuestBench: An Execution-Grounded Benchmark for Natural-Language Transaction Code Generation,2026,Pei Yang; Wanyi Chen; Ke Wang; Lynn Ai; Eric Yang,Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),10.18653/v1/2026.acl-long.1642,https://doi.org/10.18653/v1/2026.acl-long.1642,,crossref,execution-based benchmark infrastructure as code LLM
EvolveNet: Collaborative Harness Evolution for Agent Self-Improvement,2026,Jun Nie; Yonggang Zhang; Qianshu Cai; Yiu-ming Cheung; Xinmei Tian,arXiv,,http://arxiv.org/abs/2608.04968v1,"The capabilities of an LLM agent depend not only on its model but on the harness: the executable program that constructs context, invokes tools, verifies results, and recovers from failure. Recent work shows that evolving the harness yields persistent improvements without updating model weights. Existing approaches, however, assume that all execution experience can be routed to a single optimizer, which evolves one harness along a sequential trajectory. Real agent ecosystems violate that assumption: users, organizations, and environments generate isolated streams of experience that cannot be pooled, so the experience most worth learning from is exactly the experience that cannot be directly centralized. We introduce EvolveNet, a paradigm of collaborative harness evolution that moves experience extraction to the data. A shared harness is broadcast to data-local agent deployments, each of which evolves it on its own workload. Only the resulting program adaptations are composed into an updated shared harness and redistributed, so that every participating agent inherits operational experience discovered by the others. By shifting the aggregation boundary from raw workloads to learned a",arxiv,supercomputer job failure diagnosis dataset
Fast Quantum Interconnects via Neutral Atom Ensembles,2026,Sina Zeytinoglu; Wenchao Xu; Thomas Pohl,arXiv,,http://arxiv.org/abs/2608.05147v1,"Distributing entanglement between distant qubits is a crucial element of scalable quantum computing. Here, we describe a scalable quantum interconnect that generates remote entanglement at rates approaching those compatible with two-qubit gates of current neutral-atom quantum processors. The proposed approach exploits the strong dipole-dipole interactions between atomic Rydberg states to generate entanglement between stationary qubits and propagating photons, without the need for an optical cavity. We provide a thorough description of the optimal conditions for the developed entanglement-generation protocol for realistic experimental parameters and demonstrate that entanglement-generation rates $\gtrsim 3\times 10^5$ s$^{-1}$ can be achieved using Rydberg states of ytterbium atoms. Given the inherent scalability and design flexibility of the proposed interconnect, our results suggest a promising approach towards distributed networks based on neutral-atom quantum architectures.",arxiv,LLM SLURM job script generation | LLM Apptainer Singularity definition file generation | LLM Dockerfile generation build success benchmark | HPC LLM code generation benchmark | retrieval augmented generation HPC documentation
Fiji Macro template,2026,"Albrecht, Jan Philipp; Deborah Schmidt; Rieckert, Lucas; Otto, Maximilian; Kyle Harrington",arXiv (Cornell University),10.5281/zenodo.19567465,https://openalex.org/W3204050548,Album solution - for more information read https://album.solutions.,openalex,LLM Apptainer Singularity definition file generation
